entity_id,entity_type,simple_name,qualified_name,file,start_line,end_line,group_id,signature,observed_products
"E280","METHOD","getRund","GameObject.getRund","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22",70,77,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E281","METHOD","explodieren","GameObject.explodieren","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22",78,79,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E282","CLASS","Maler$$Re_fuer_PC","Maler$$Re_fuer_PC","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset23",26,99,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5"
"E283","FIELD","textField","Maler$$Re_fuer_PC.textField","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset23",27,27,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5"
"E284","FIELD","name","Maler$$Re_fuer_PC.name","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset23",28,28,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5"
"E285","CONSTRUCTOR","Maler$$Re_fuer_PC","Maler$$Re_fuer_PC.Maler$$Re_fuer_PC","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset23",29,31,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5"
"E286","METHOD","note","Maler$$Re_fuer_PC.note","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset23",32,44,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5"
"E287","METHOD","nameVergeben","Maler$$Re_fuer_PC.nameVergeben","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset23",45,63,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5"
"E288","METHOD","gameLose","Maler$$Re_fuer_PC.gameLose","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset23",64,69,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5"
"E289","METHOD","gameWin","Maler$$Re_fuer_PC.gameWin","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset23",70,75,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5"
"E290","METHOD","menuBehandeln","Maler$$Re_fuer_PC.menuBehandeln","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset23",76,94,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5"
"E291","METHOD","mainMenuerstellen","Maler$$Re_fuer_PC.mainMenuerstellen","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset23",95,98,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5"
"E292","CLASS","Note","Note","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset24",9,24,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5"
"E293","FIELD","name","Note.name","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset24",10,10,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5"
"E294","FIELD","note","Note.note","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset24",11,11,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5"
"E295","CONSTRUCTOR","Note","Note.Note","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset24",12,23,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5"
"E296","INTERFACE","GameManager","GameManager","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset25",8,10,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5"
"E297","METHOD","writeScore","GameManager.writeScore","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset25",9,9,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5"
"E298","CLASS","Tank$$Record","Tank$$Record","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset26",13,21,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5"
"E299","CONSTRUCTOR","Tank$$Record","Tank$$Record.Tank$$Record","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset26",14,16,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5"
"E300","METHOD","explodieren","Tank$$Record.explodieren","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset26",17,20,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5"
"E301","CLASS","Record","Record","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset27",16,116,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5"
"E302","FIELD","out","Record.out","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset27",17,17,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5"
"E303","FIELD","in","Record.in","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset27",18,18,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5"
"E304","FIELD","filename","Record.filename","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset27",19,19,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5"
"E305","METHOD","writeNote","Record.writeNote","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset27",20,88,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5"
"E306","METHOD","readNote","Record.readNote","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset27",89,115,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5"
"E307","CLASS","TankManager$$Record","TankManager$$Record","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28",15,57,"G20","TankWar_P4","TankWar_P4"
"E308","CLASS","TankManager$$Record","TankManager$$Record","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28",17,57,"G17","TankWar_P3","TankWar_P3"
"E309","CLASS","TankManager","TankManager","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28",19,57,"G22","TankWar_P5","TankWar_P5"
"E310","CLASS","TankManager","TankManager","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28",21,57,"G1","TankWar_P1","TankWar_P1"
"E311","FIELD","record","TankManager$$Record.record","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28",23,23,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P3|TankWar_P4"
"E312","FIELD","record","TankManager.record","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28",23,23,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P5"
"E313","FIELD","tank1Score","TankManager$$Record.tank1Score","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28",24,24,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P3|TankWar_P4"
"E314","FIELD","tank1Score","TankManager.tank1Score","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28",24,24,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P5"
"E315","FIELD","tank2Score","TankManager$$Record.tank2Score","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28",25,25,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P3|TankWar_P4"
"E316","FIELD","tank2Score","TankManager.tank2Score","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28",25,25,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P5"
"E317","CONSTRUCTOR","TankManager$$Record","TankManager$$Record.TankManager$$Record","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28",27,32,"G18","TankWar_P3|TankWar_P4","TankWar_P3|TankWar_P4"
"E318","CONSTRUCTOR","TankManager","TankManager.TankManager","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28",29,32,"G11","TankWar_P1|TankWar_P5","TankWar_P1|TankWar_P5"
"E319","METHOD","init","TankManager$$Record.init","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28",33,36,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P3|TankWar_P4"
"E320","METHOD","init","TankManager.init","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28",33,36,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P5"
"E321","METHOD","malenkontrolle","TankManager$$Record.malenkontrolle","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28",37,47,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P3|TankWar_P4"
"E322","METHOD","malenkontrolle","TankManager.malenkontrolle","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28",37,47,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P5"
"E323","METHOD","addScore","TankManager$$Record.addScore","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28",48,52,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P3|TankWar_P4"
"E324","METHOD","addScore","TankManager.addScore","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28",48,52,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P5"
"E325","METHOD","writeScore","TankManager$$Record.writeScore","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28",53,56,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P3|TankWar_P4"
"E326","METHOD","writeScore","TankManager.writeScore","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28",53,56,"G7","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P5"
"E327","CLASS","TankManager$$Feuerkraft","TankManager$$Feuerkraft","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset29",13,26,"G17","TankWar_P3","TankWar_P3"
"E328","CLASS","TankManager$$Feuerkraft","TankManager$$Feuerkraft","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset29",15,26,"G22","TankWar_P5","TankWar_P5"
"E329","CLASS","TankManager$$Feuerkraft","TankManager$$Feuerkraft","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset29",17,26,"G1","TankWar_P1","TankWar_P1"
"E330","CONSTRUCTOR","TankManager$$Feuerkraft","TankManager$$Feuerkraft.TankManager$$Feuerkraft","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset29",19,21,"G8","TankWar_P1|TankWar_P3|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P5"
"E331","METHOD","toolsLaden","TankManager$$Feuerkraft.toolsLaden","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset29",22,25,"G8","TankWar_P1|TankWar_P3|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P5"
"E332","CLASS","TankManager$$Tools","TankManager$$Tools","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3",17,44,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E333","FIELD","toolMenge","TankManager$$Tools.toolMenge","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3",18,18,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E334","CONSTRUCTOR","TankManager$$Tools","TankManager$$Tools.TankManager$$Tools","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3",19,21,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E335","METHOD","komponenteMalen","TankManager$$Tools.komponenteMalen","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3",22,27,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E336","METHOD","toolsLaden","TankManager$$Tools.toolsLaden","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3",28,29,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E337","METHOD","toolInit","TankManager$$Tools.toolInit","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3",30,39,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E338","METHOD","addEnemyTank","TankManager$$Tools.addEnemyTank","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3",40,43,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E339","CLASS","Tank$$Bombe","Tank$$Bombe","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset30",10,40,"G22","TankWar_P5","TankWar_P5"
"E340","CLASS","Tank$$Bombe","Tank$$Bombe","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset30",13,40,"G12","TankWar_P2","TankWar_P2"
"E341","CLASS","Tank$$Bombe","Tank$$Bombe","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset30",16,40,"G20","TankWar_P4","TankWar_P4"
"E342","CONSTRUCTOR","Tank$$Bombe","Tank$$Bombe.Tank$$Bombe","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset30",18,20,"G16","TankWar_P2|TankWar_P4|TankWar_P5","TankWar_P2|TankWar_P4|TankWar_P5"
"E343","METHOD","toolBehandeln","Tank$$Bombe.toolBehandeln","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset30",21,39,"G16","TankWar_P2|TankWar_P4|TankWar_P5","TankWar_P2|TankWar_P4|TankWar_P5"
"E344","CLASS","TankManager$$Mars","TankManager$$Mars","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset31",13,25,"G6","TankWar_P1|TankWar_P3","TankWar_P1|TankWar_P3"
"E345","CLASS","TankManager$$Mars","TankManager$$Mars","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset31",16,25,"G12","TankWar_P2","TankWar_P2"
"E346","CONSTRUCTOR","TankManager$$Mars","TankManager$$Mars.TankManager$$Mars","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset31",18,20,"G3","TankWar_P1|TankWar_P2|TankWar_P3","TankWar_P1|TankWar_P2|TankWar_P3"
"E347","METHOD","toolsLaden","TankManager$$Mars.toolsLaden","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset31",21,24,"G3","TankWar_P1|TankWar_P2|TankWar_P3","TankWar_P1|TankWar_P2|TankWar_P3"
"E348","CLASS","Maler$$einfrieren","Maler$$einfrieren","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32",26,40,"G1","TankWar_P1","TankWar_P1"
"E349","CLASS","Maler$$einfrieren","Maler$$einfrieren","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32",29,40,"G17","TankWar_P3","TankWar_P3"
"E350","CLASS","Maler$$einfrieren","Maler$$einfrieren","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32",31,40,"G12","TankWar_P2","TankWar_P2"
"E351","CONSTRUCTOR","Maler$$einfrieren","Maler$$einfrieren.Maler$$einfrieren","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32",33,35,"G3","TankWar_P1|TankWar_P2|TankWar_P3","TankWar_P1|TankWar_P2|TankWar_P3"
"E352","METHOD","helpItemErstellen","Maler$$einfrieren.helpItemErstellen","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32",36,39,"G3","TankWar_P1|TankWar_P2|TankWar_P3","TankWar_P1|TankWar_P2|TankWar_P3"
"E353","CLASS","Tool$$Mars","Tool$$Mars","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset33",8,23,"G6","TankWar_P1|TankWar_P3","TankWar_P1|TankWar_P3"
"E354","CLASS","Tool$$Mars","Tool$$Mars","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset33",10,23,"G12","TankWar_P2","TankWar_P2"
"E355","CONSTRUCTOR","Tool$$Mars","Tool$$Mars.Tool$$Mars","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset33",12,14,"G3","TankWar_P1|TankWar_P2|TankWar_P3","TankWar_P1|TankWar_P2|TankWar_P3"
"E356","METHOD","init","Tool$$Mars.init","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset33",15,22,"G3","TankWar_P1|TankWar_P2|TankWar_P3","TankWar_P1|TankWar_P2|TankWar_P3"
"E357","CLASS","Maler$$Feuerkraft","Maler$$Feuerkraft","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34",26,39,"G17","TankWar_P3","TankWar_P3"
"E358","CLASS","Maler$$Feuerkraft","Maler$$Feuerkraft","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34",28,39,"G1","TankWar_P1","TankWar_P1"
"E359","CLASS","Maler$$Feuerkraft","Maler$$Feuerkraft","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34",30,39,"G22","TankWar_P5","TankWar_P5"
"E360","CONSTRUCTOR","Maler$$Feuerkraft","Maler$$Feuerkraft.Maler$$Feuerkraft","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34",32,34,"G8","TankWar_P1|TankWar_P3|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P5"
"E361","METHOD","helpItemErstellen","Maler$$Feuerkraft.helpItemErstellen","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34",35,38,"G8","TankWar_P1|TankWar_P3|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P5"
"E362","CLASS","Maler$$Bombe","Maler$$Bombe","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35",26,37,"G21","TankWar_P4|TankWar_P5","TankWar_P4|TankWar_P5"
"E363","CLASS","Maler$$Bombe","Maler$$Bombe","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35",28,37,"G12","TankWar_P2","TankWar_P2"
"E364","CONSTRUCTOR","Maler$$Bombe","Maler$$Bombe.Maler$$Bombe","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35",30,32,"G16","TankWar_P2|TankWar_P4|TankWar_P5","TankWar_P2|TankWar_P4|TankWar_P5"
"E365","METHOD","helpItemErstellen","Maler$$Bombe.helpItemErstellen","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35",33,36,"G16","TankWar_P2|TankWar_P4|TankWar_P5","TankWar_P2|TankWar_P4|TankWar_P5"
"E366","CLASS","TankManager$$einfrieren","TankManager$$einfrieren","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36",13,27,"G1","TankWar_P1","TankWar_P1"
"E367","CLASS","TankManager$$einfrieren","TankManager$$einfrieren","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36",15,27,"G17","TankWar_P3","TankWar_P3"
"E368","CLASS","TankManager$$einfrieren","TankManager$$einfrieren","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36",18,27,"G12","TankWar_P2","TankWar_P2"
"E369","CONSTRUCTOR","TankManager$$einfrieren","TankManager$$einfrieren.TankManager$$einfrieren","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36",20,22,"G3","TankWar_P1|TankWar_P2|TankWar_P3","TankWar_P1|TankWar_P2|TankWar_P3"
"E370","METHOD","toolsLaden","TankManager$$einfrieren.toolsLaden","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36",23,26,"G3","TankWar_P1|TankWar_P2|TankWar_P3","TankWar_P1|TankWar_P2|TankWar_P3"
"E371","CLASS","Maler$$Mars","Maler$$Mars","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset37",26,37,"G6","TankWar_P1|TankWar_P3","TankWar_P1|TankWar_P3"
"E372","CLASS","Maler$$Mars","Maler$$Mars","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset37",28,37,"G12","TankWar_P2","TankWar_P2"
"E373","CONSTRUCTOR","Maler$$Mars","Maler$$Mars.Maler$$Mars","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset37",30,32,"G3","TankWar_P1|TankWar_P2|TankWar_P3","TankWar_P1|TankWar_P2|TankWar_P3"
"E374","METHOD","helpItemErstellen","Maler$$Mars.helpItemErstellen","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset37",33,36,"G3","TankWar_P1|TankWar_P2|TankWar_P3","TankWar_P1|TankWar_P2|TankWar_P3"
"E375","CLASS","TankManager$$Bombe","TankManager$$Bombe","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38",11,25,"G20","TankWar_P4","TankWar_P4"
"E376","CLASS","TankManager$$Bombe","TankManager$$Bombe","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38",14,25,"G12","TankWar_P2","TankWar_P2"
"E377","CLASS","TankManager$$Bombe","TankManager$$Bombe","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38",16,25,"G22","TankWar_P5","TankWar_P5"
"E378","CONSTRUCTOR","TankManager$$Bombe","TankManager$$Bombe.TankManager$$Bombe","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38",18,20,"G16","TankWar_P2|TankWar_P4|TankWar_P5","TankWar_P2|TankWar_P4|TankWar_P5"
"E379","METHOD","toolsLaden","TankManager$$Bombe.toolsLaden","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38",21,24,"G16","TankWar_P2|TankWar_P4|TankWar_P5","TankWar_P2|TankWar_P4|TankWar_P5"
"E380","CLASS","Tank$$Feuerkraft","Tank$$Feuerkraft","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39",11,46,"G17","TankWar_P3","TankWar_P3"
"E381","CLASS","Tank$$Feuerkraft","Tank$$Feuerkraft","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39",13,46,"G1","TankWar_P1","TankWar_P1"
"E382","CLASS","Tank$$Feuerkraft","Tank$$Feuerkraft","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39",15,46,"G22","TankWar_P5","TankWar_P5"
"E383","FIELD","feuerkraftTimer","Tank$$Feuerkraft.feuerkraftTimer","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39",17,17,"G8","TankWar_P1|TankWar_P3|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P5"
"E384","FIELD","feuerkraft","Tank$$Feuerkraft.feuerkraft","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39",18,18,"G8","TankWar_P1|TankWar_P3|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P5"
"E385","CONSTRUCTOR","Tank$$Feuerkraft","Tank$$Feuerkraft.Tank$$Feuerkraft","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39",19,21,"G8","TankWar_P1|TankWar_P3|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P5"
"E386","METHOD","toolKontroller","Tank$$Feuerkraft.toolKontroller","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39",22,33,"G8","TankWar_P1|TankWar_P3|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P5"
"E387","METHOD","toolBehandeln","Tank$$Feuerkraft.toolBehandeln","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39",34,45,"G8","TankWar_P1|TankWar_P3|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P5"
"E388","CLASS","KeyMonitor","KeyMonitor","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset4",11,26,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E389","FIELD","gameManager","KeyMonitor.gameManager","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset4",12,12,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E390","CONSTRUCTOR","KeyMonitor","KeyMonitor.KeyMonitor","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset4",13,15,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E391","METHOD","keyPressed","KeyMonitor.keyPressed","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset4",16,19,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E392","METHOD","keyReleased","KeyMonitor.keyReleased","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset4",20,23,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
