relation_id,group_id,signature,relation_type,source_entity_id,target_entity_id,target_text,file,source_line,block_id,observed_products,resolution_status
"R3436","G12","TankWar_P2","EXTENDS","E567",,"TankManager$$Mars","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70",8,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70:IF:4-29","TankWar_P2","AMBIGUOUS"
"R3437","G12","TankWar_P2","TYPE_REFERENCE","E568",,"boolean","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70",9,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70:IF:4-29","TankWar_P2","UNRESOLVED"
"R3438","G12","TankWar_P2","CONSTRUCTOR_CALL","E569",,"super","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70",11,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70:IF:4-29","TankWar_P2","UNRESOLVED"
"R3439","G12","TankWar_P2","METHOD_CALL","E570",,"aktualisieren","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70",14,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70:IF:4-29","TankWar_P2","AMBIGUOUS"
"R3440","G12","TankWar_P2","FIELD_REFERENCE","E570",,"SPIELEN","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70",15,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70:IF:4-29","TankWar_P2","AMBIGUOUS"
"R3441","G12","TankWar_P2","FIELD_REFERENCE","E570","E568","sound","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70",16,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70:IF:4-29","TankWar_P2","RESOLVED_INTERNAL"
"R3442","G12","TankWar_P2","METHOD_CALL","E570","E435","getInstance","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70",18,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70:IF:4-29","TankWar_P2","RESOLVED_INTERNAL"
"R3443","G12","TankWar_P2","METHOD_CALL","E570","E436","playBgSound","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70",18,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70:IF:4-29","TankWar_P2","RESOLVED_INTERNAL"
"R3444","G12","TankWar_P2","FIELD_REFERENCE","E570","E568","sound","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70",19,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70:IF:4-29","TankWar_P2","RESOLVED_INTERNAL"
"R3445","G12","TankWar_P2","TYPE_REFERENCE","E570",,"IOException","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70",20,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70:IF:4-29","TankWar_P2","UNRESOLVED"
"R3446","G12","TankWar_P2","METHOD_CALL","E570",,"printStackTrace","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70",21,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70:IF:4-29","TankWar_P2","RESOLVED_EXTERNAL"
"R3447","G12","TankWar_P2","FIELD_REFERENCE","E570","E568","sound","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70",24,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70:IF:4-29","TankWar_P2","RESOLVED_INTERNAL"
"R3448","G12","TankWar_P2","METHOD_CALL","E570","E435","getInstance","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70",25,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70:IF:4-29","TankWar_P2","RESOLVED_INTERNAL"
"R3449","G12","TankWar_P2","METHOD_CALL","E570","E444","stopSound","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70",25,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70:IF:4-29","TankWar_P2","RESOLVED_INTERNAL"
"R3450","G12","TankWar_P2","FIELD_REFERENCE","E570","E568","sound","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70",26,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70:IF:4-29","TankWar_P2","RESOLVED_INTERNAL"
"R3451","G12","TankWar_P2","EXTENDS","E571",,"Tank$$Sound_fuer_pc","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset71",8,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset71:IF:4-26","TankWar_P2","AMBIGUOUS"
"R3452","G12","TankWar_P2","TYPE_REFERENCE","E572",,"TankManager","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset71",9,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset71:IF:4-26","TankWar_P2","AMBIGUOUS"
"R3453","G12","TankWar_P2","TYPE_REFERENCE","E572",,"int","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset71",9,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset71:IF:4-26","TankWar_P2","UNRESOLVED"
"R3454","G12","TankWar_P2","CONSTRUCTOR_CALL","E572",,"super","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset71",10,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset71:IF:4-26","TankWar_P2","UNRESOLVED"
"R3455","G12","TankWar_P2","METHOD_CALL","E573",,"currentTimeMillis","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset71",13,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset71:IF:4-26","TankWar_P2","RESOLVED_EXTERNAL"
"R3456","G12","TankWar_P2","TYPE_REFERENCE","E573",,"long","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset71",13,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset71:IF:4-26","TankWar_P2","UNRESOLVED"
"R3457","G12","TankWar_P2","TYPE_REFERENCE","E573",,"long","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset71",14,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset71:IF:4-26","TankWar_P2","UNRESOLVED"
"R3458","G12","TankWar_P2","METHOD_CALL","E573","E99","feuern","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset71",16,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset71:IF:4-26","TankWar_P2","RESOLVED_INTERNAL"
"R3459","G12","TankWar_P2","TYPE_REFERENCE","E573",,"int","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset71",20,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset71:IF:4-26","TankWar_P2","UNRESOLVED"
"R3460","G12","TankWar_P2","TYPE_REFERENCE","E573",,"int[]","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset71",20,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset71:IF:4-26","TankWar_P2","UNRESOLVED"
"R3461","G12","TankWar_P2","METHOD_CALL","E573",,"abs","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset71",21,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset71:IF:4-26","TankWar_P2","UNRESOLVED"
"R3462","G12","TankWar_P2","METHOD_CALL","E573",,"nextInt","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset71",21,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset71:IF:4-26","TankWar_P2","UNRESOLVED"
"R3463","G12","TankWar_P2","TYPE_REFERENCE","E573",,"int","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset71",21,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset71:IF:4-26","TankWar_P2","UNRESOLVED"
"R3464","G1","TankWar_P1","EXTENDS","E574","E298","Tank$$Record","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset72",7,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset72:IF:4-25","TankWar_P1","RESOLVED_INTERNAL"
"R3465","G1","TankWar_P1","TYPE_REFERENCE","E575",,"TankManager","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset72",8,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset72:IF:4-25","TankWar_P1","AMBIGUOUS"
"R3466","G1","TankWar_P1","TYPE_REFERENCE","E575",,"int","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset72",8,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset72:IF:4-25","TankWar_P1","UNRESOLVED"
"R3467","G1","TankWar_P1","CONSTRUCTOR_CALL","E575",,"super","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset72",9,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset72:IF:4-25","TankWar_P1","UNRESOLVED"
"R3468","G1","TankWar_P1","METHOD_CALL","E576",,"currentTimeMillis","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset72",12,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset72:IF:4-25","TankWar_P1","RESOLVED_EXTERNAL"
"R3469","G1","TankWar_P1","TYPE_REFERENCE","E576",,"long","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset72",12,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset72:IF:4-25","TankWar_P1","UNRESOLVED"
"R3470","G1","TankWar_P1","TYPE_REFERENCE","E576",,"long","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset72",13,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset72:IF:4-25","TankWar_P1","UNRESOLVED"
"R3471","G1","TankWar_P1","METHOD_CALL","E576","E99","feuern","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset72",15,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset72:IF:4-25","TankWar_P1","RESOLVED_INTERNAL"
"R3472","G1","TankWar_P1","TYPE_REFERENCE","E576",,"int","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset72",19,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset72:IF:4-25","TankWar_P1","UNRESOLVED"
"R3473","G1","TankWar_P1","TYPE_REFERENCE","E576",,"int[]","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset72",19,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset72:IF:4-25","TankWar_P1","UNRESOLVED"
"R3474","G1","TankWar_P1","METHOD_CALL","E576",,"abs","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset72",20,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset72:IF:4-25","TankWar_P1","UNRESOLVED"
"R3475","G1","TankWar_P1","METHOD_CALL","E576",,"nextInt","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset72",20,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset72:IF:4-25","TankWar_P1","UNRESOLVED"
"R3476","G1","TankWar_P1","TYPE_REFERENCE","E576",,"int","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset72",20,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset72:IF:4-25","TankWar_P1","UNRESOLVED"
"R3477","G1","TankWar_P1","TYPE_REFERENCE","E578",,"String","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73",6,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73:IF:4-23","TankWar_P1","RESOLVED_EXTERNAL"
"R3478","G1","TankWar_P1","TYPE_REFERENCE","E579",,"String","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73",7,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73:IF:4-23","TankWar_P1","RESOLVED_EXTERNAL"
"R3479","G1","TankWar_P1","TYPE_REFERENCE","E580",,"String","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73",8,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73:IF:4-23","TankWar_P1","RESOLVED_EXTERNAL"
"R3480","G1","TankWar_P1","TYPE_REFERENCE","E581",,"String","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73",9,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73:IF:4-23","TankWar_P1","RESOLVED_EXTERNAL"
"R3481","G1","TankWar_P1","TYPE_REFERENCE","E582",,"String","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73",10,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73:IF:4-23","TankWar_P1","RESOLVED_EXTERNAL"
"R3482","G1","TankWar_P1","TYPE_REFERENCE","E583",,"String","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73",11,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73:IF:4-23","TankWar_P1","RESOLVED_EXTERNAL"
"R3483","G1","TankWar_P1","TYPE_REFERENCE","E584",,"String","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73",12,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73:IF:4-23","TankWar_P1","RESOLVED_EXTERNAL"
"R3484","G1","TankWar_P1","TYPE_REFERENCE","E585",,"String","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73",13,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73:IF:4-23","TankWar_P1","RESOLVED_EXTERNAL"
"R3485","G1","TankWar_P1","TYPE_REFERENCE","E586",,"String","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73",14,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73:IF:4-23","TankWar_P1","RESOLVED_EXTERNAL"
"R3486","G1","TankWar_P1","TYPE_REFERENCE","E587",,"String","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73",15,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73:IF:4-23","TankWar_P1","RESOLVED_EXTERNAL"
"R3487","G1","TankWar_P1","TYPE_REFERENCE","E588",,"String","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73",16,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73:IF:4-23","TankWar_P1","RESOLVED_EXTERNAL"
"R3488","G1","TankWar_P1","TYPE_REFERENCE","E589",,"String","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73",17,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73:IF:4-23","TankWar_P1","RESOLVED_EXTERNAL"
"R3489","G1","TankWar_P1","TYPE_REFERENCE","E590",,"String","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73",18,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73:IF:4-23","TankWar_P1","RESOLVED_EXTERNAL"
"R3490","G1","TankWar_P1","TYPE_REFERENCE","E591",,"String","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73",19,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73:IF:4-23","TankWar_P1","RESOLVED_EXTERNAL"
"R3491","G1","TankWar_P1","TYPE_REFERENCE","E592",,"String","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73",20,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73:IF:4-23","TankWar_P1","RESOLVED_EXTERNAL"
"R3492","G1","TankWar_P1","TYPE_REFERENCE","E593",,"String","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73",21,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73:IF:4-23","TankWar_P1","RESOLVED_EXTERNAL"
"R3493","G1","TankWar_P1","TYPE_REFERENCE","E594",,"String","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73",22,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73:IF:4-23","TankWar_P1","RESOLVED_EXTERNAL"
"R3494","G12","TankWar_P2","EXTENDS","E595",,"Maler$$Mars","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset74",22,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset74:IF:4-30","TankWar_P2","AMBIGUOUS"
"R3495","G12","TankWar_P2","TYPE_REFERENCE","E596",,"GameManager","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset74",23,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset74:IF:4-30","TankWar_P2","AMBIGUOUS"
"R3496","G12","TankWar_P2","CONSTRUCTOR_CALL","E596",,"super","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset74",24,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset74:IF:4-30","TankWar_P2","UNRESOLVED"
"R3497","G17","TankWar_P3","EXTENDS","E598",,"Missile$$Image","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset75",6,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset75:IF:4-20","TankWar_P3","AMBIGUOUS"
"R3498","G17","TankWar_P3","TYPE_REFERENCE","E599",,"TankManager","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset75",7,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset75:IF:4-20","TankWar_P3","AMBIGUOUS"
"R3499","G17","TankWar_P3","TYPE_REFERENCE","E599",,"boolean","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset75",7,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset75:IF:4-20","TankWar_P3","UNRESOLVED"
"R3500","G17","TankWar_P3","TYPE_REFERENCE","E599",,"int","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset75",7,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset75:IF:4-20","TankWar_P3","UNRESOLVED"
"R3501","G17","TankWar_P3","CONSTRUCTOR_CALL","E599",,"super","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset75",8,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset75:IF:4-20","TankWar_P3","UNRESOLVED"
"R3502","G17","TankWar_P3","TYPE_REFERENCE","E600",,"TankManager","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset75",10,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset75:IF:4-20","TankWar_P3","AMBIGUOUS"
"R3503","G17","TankWar_P3","TYPE_REFERENCE","E600",,"boolean","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset75",10,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset75:IF:4-20","TankWar_P3","UNRESOLVED"
"R3504","G17","TankWar_P3","TYPE_REFERENCE","E600",,"int","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset75",10,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset75:IF:4-20","TankWar_P3","UNRESOLVED"
"R3505","G17","TankWar_P3","METHOD_CALL","E600",,"init","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset75",11,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset75:IF:4-20","TankWar_P3","AMBIGUOUS"
"R3506","G17","TankWar_P3","METHOD_CALL","E600","E435","getInstance","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset75",14,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset75:IF:4-20","TankWar_P3","RESOLVED_INTERNAL"
"R3507","G17","TankWar_P3","METHOD_CALL","E600","E437","playFireSound","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset75",14,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset75:IF:4-20","TankWar_P3","RESOLVED_INTERNAL"
"R3508","G17","TankWar_P3","TYPE_REFERENCE","E600",,"IOException","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset75",15,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset75:IF:4-20","TankWar_P3","UNRESOLVED"
"R3509","G17","TankWar_P3","METHOD_CALL","E600",,"printStackTrace","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset75",16,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset75:IF:4-20","TankWar_P3","RESOLVED_EXTERNAL"
"R3510","G22","TankWar_P5","EXTENDS","E601","E298","Tank$$Record","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset76",7,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset76:IF:4-25","TankWar_P5","RESOLVED_INTERNAL"
"R3511","G22","TankWar_P5","TYPE_REFERENCE","E602",,"TankManager","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset76",8,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset76:IF:4-25","TankWar_P5","AMBIGUOUS"
"R3512","G22","TankWar_P5","TYPE_REFERENCE","E602",,"int","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset76",8,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset76:IF:4-25","TankWar_P5","UNRESOLVED"
"R3513","G22","TankWar_P5","CONSTRUCTOR_CALL","E602",,"super","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset76",9,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset76:IF:4-25","TankWar_P5","UNRESOLVED"
"R3514","G22","TankWar_P5","METHOD_CALL","E603",,"currentTimeMillis","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset76",12,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset76:IF:4-25","TankWar_P5","RESOLVED_EXTERNAL"
"R3515","G22","TankWar_P5","TYPE_REFERENCE","E603",,"long","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset76",12,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset76:IF:4-25","TankWar_P5","UNRESOLVED"
"R3516","G22","TankWar_P5","TYPE_REFERENCE","E603",,"long","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset76",13,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset76:IF:4-25","TankWar_P5","UNRESOLVED"
"R3517","G22","TankWar_P5","METHOD_CALL","E603","E99","feuern","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset76",15,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset76:IF:4-25","TankWar_P5","RESOLVED_INTERNAL"
"R3518","G22","TankWar_P5","TYPE_REFERENCE","E603",,"int","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset76",19,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset76:IF:4-25","TankWar_P5","UNRESOLVED"
"R3519","G22","TankWar_P5","TYPE_REFERENCE","E603",,"int[]","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset76",19,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset76:IF:4-25","TankWar_P5","UNRESOLVED"
"R3520","G22","TankWar_P5","METHOD_CALL","E603",,"abs","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset76",20,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset76:IF:4-25","TankWar_P5","UNRESOLVED"
"R3521","G22","TankWar_P5","METHOD_CALL","E603",,"nextInt","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset76",20,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset76:IF:4-25","TankWar_P5","UNRESOLVED"
"R3522","G22","TankWar_P5","TYPE_REFERENCE","E603",,"int","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset76",20,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset76:IF:4-25","TankWar_P5","UNRESOLVED"
"R3523","G12","TankWar_P2","TYPE_REFERENCE","E605",,"String","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset77",6,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset77:IF:4-23","TankWar_P2","RESOLVED_EXTERNAL"
"R3524","G12","TankWar_P2","TYPE_REFERENCE","E606",,"String","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset77",7,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset77:IF:4-23","TankWar_P2","RESOLVED_EXTERNAL"
"R3525","G12","TankWar_P2","TYPE_REFERENCE","E607",,"String","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset77",8,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset77:IF:4-23","TankWar_P2","RESOLVED_EXTERNAL"
"R3526","G12","TankWar_P2","TYPE_REFERENCE","E608",,"String","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset77",9,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset77:IF:4-23","TankWar_P2","RESOLVED_EXTERNAL"
"R3527","G12","TankWar_P2","TYPE_REFERENCE","E609",,"String","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset77",10,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset77:IF:4-23","TankWar_P2","RESOLVED_EXTERNAL"
"R3528","G12","TankWar_P2","TYPE_REFERENCE","E610",,"String","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset77",11,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset77:IF:4-23","TankWar_P2","RESOLVED_EXTERNAL"
"R3529","G12","TankWar_P2","TYPE_REFERENCE","E611",,"String","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset77",12,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset77:IF:4-23","TankWar_P2","RESOLVED_EXTERNAL"
"R3530","G12","TankWar_P2","TYPE_REFERENCE","E612",,"String","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset77",13,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset77:IF:4-23","TankWar_P2","RESOLVED_EXTERNAL"
"R3531","G12","TankWar_P2","TYPE_REFERENCE","E613",,"String","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset77",14,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset77:IF:4-23","TankWar_P2","RESOLVED_EXTERNAL"
"R3532","G12","TankWar_P2","TYPE_REFERENCE","E614",,"String","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset77",15,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset77:IF:4-23","TankWar_P2","RESOLVED_EXTERNAL"
"R3533","G12","TankWar_P2","TYPE_REFERENCE","E615",,"String","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset77",16,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset77:IF:4-23","TankWar_P2","RESOLVED_EXTERNAL"
"R3534","G12","TankWar_P2","TYPE_REFERENCE","E616",,"String","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset77",17,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset77:IF:4-23","TankWar_P2","RESOLVED_EXTERNAL"
"R3535","G12","TankWar_P2","TYPE_REFERENCE","E617",,"String","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset77",18,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset77:IF:4-23","TankWar_P2","RESOLVED_EXTERNAL"
